"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Bukit Jalil, Kuala Lumpur","RM",1090000,"Condominium (Corner)","Built-up  ",1772,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1.2e+07,"Bungalow","Land area  ",9500,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",1300000,"Condominium","Built-up  ",1464,"sq. ft.","Fully Furnished"
"Damansara, Kuala Lumpur","RM",3300000,"Bungalow","Land area  ",2572,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",6200000,"Bungalow","Land area  ",8800,"sq. ft.","Fully Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1.5e+07,"Bungalow","Land area  ",19700,"sq. ft.","Partly Furnished"
"Damansara, Kuala Lumpur","RM",2100000,"Semi-detached House","Land area  ",2865,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2100000,"Condominium (Corner)","Built-up  ",2250,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1180000,"Condominium (Corner)","Built-up  ",1590,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1800000,"Townhouse (Intermediate)","Built-up  ",2153,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",850000,"Condominium (Corner)","Built-up  ",1200,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",380000,"Apartment (Corner)","Built-up  ",960,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",980000,"Serviced Residence (Corner)","Built-up  ",926,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",818000,"Serviced Residence (Intermediate)","Built-up  ",1248,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",688000,"Serviced Residence","Built-up  ",1141,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",730000,"Serviced Residence","Built-up  ",1088,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",850000,"Serviced Residence (Corner)","Built-up  ",1428,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3336000,"Serviced Residence (Intermediate)","Built-up  ",1668,"sq. ft.","Unfurnished"
"Setapak, Kuala Lumpur","RM",1450000,"3-sty Terrace/Link House (Intermediate)","Land area  ",1640,"sq. ft.","Unfurnished"
"Ampang, Kuala Lumpur","RM",1654200,"Condominium (Intermediate)","Land area  ",1838,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",2256300,"Condominium","Built-up  ",2507,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1290000,"Condominium (Intermediate)","Built-up  ",2128,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",7397250,"Serviced Residence (Corner)","Built-up  ",4227,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1280000,"Condominium (Intermediate)","Built-up  ",1661,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",2800000,"Serviced Residence (Corner)","Built-up  ",1307,"sq. ft.","Fully Furnished"
"Taman Melawati, Kuala Lumpur","RM",730000,"3-sty Terrace/Link House (Corner)","Land area  ",2650,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",8e+05,"Serviced Residence","Built-up  ",943,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2100000,"Serviced Residence (Intermediate)","Built-up  ",1076,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1900000,"Condominium (Corner)","Built-up  ",2535,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2470100,"Condominium","Built-up  ",2906,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",7e+05,"Serviced Residence","Built-up  ",913,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1150000,"Serviced Residence","Built-up  ",926,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1550000,"Serviced Residence","Built-up  ",1029,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2250000,"Condominium","Built-up  ",2707,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1185000,"Serviced Residence","Built-up  ",1031,"sq. ft.","Fully Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",1550000,"2-sty Terrace/Link House (Intermediate)","Land area  ",2068,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1480000,"Serviced Residence","Built-up  ",1576,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",970000,"Serviced Residence (SOHO)","Built-up  ",1008,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",998000,"Serviced Residence","Built-up  ",986,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",650000,"Serviced Residence","Built-up  ",496,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1600000,"Condominium","Built-up  ",2038,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",986000,"Serviced Residence (Intermediate)","Built-up  ",896,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1150000,"Serviced Residence","Built-up  ",1029,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1100000,"Serviced Residence","Built-up  ",907,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1590000,"Condominium","Built-up  ",2038,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1550000,"Condominium","Built-up  ",1878,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2300000,"Condominium","Built-up  ",2973,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2934000,"Condominium","Built-up  ",3668,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1920000,"Condominium","Built-up  ",1830,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2280000,"Condominium","Built-up  ",2973,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",908000,"Serviced Residence (SOHO)","Built-up  ",873,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1150000,"Serviced Residence","Built-up  ",973,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",630000,"Condominium (Intermediate)","Built-up  ",1044,"sq. ft.","Partly Furnished"
"Bangsar South, Kuala Lumpur","RM",7e+05,"Serviced Residence","Built-up  ",735,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1100000,"Serviced Residence","Built-up  ",1254,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1080000,"Condominium","Built-up  ",1513,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1600000,"Serviced Residence","Built-up  ",1070,"sq. ft.","Fully Furnished"
"Kuchai Lama, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1120,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",570000,"Condominium","Built-up  ",1313,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",380000,"Apartment","Built-up  ",970,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",480000,"Flat","Built-up  ",1100,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1252000,"Serviced Residence","Built-up  ",1043,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",395000,"Condominium","Built-up  ",1091,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2300000,"Serviced Residence","Built-up  ",2000,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2200000,"Serviced Residence","Built-up  ",1400,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2e+06,"Condominium","Built-up  ",1830,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1229000,"Serviced Residence","Built-up  ",1041,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1150000,"Serviced Residence","Built-up  ",995,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2934400,"Condominium","Built-up  ",3668,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1088000,"Serviced Residence","Built-up  ",907,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",799000,"Serviced Residence","Built-up  ",913,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1570800,"Condominium","Built-up  ",1496,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1400000,"Condominium","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",720000,"Condominium","Built-up  ",1345,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1100000,"Serviced Residence","Built-up  ",723,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1050000,"Serviced Residence","Built-up  ",728,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",670000,"Serviced Residence","Built-up  ",633,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1653000,"Condominium","Built-up  ",1878,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1300000,"Condominium","Built-up  ",1930,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1150000,"Condominium","Built-up  ",1772,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",450000,"Condominium","Built-up  ",1200,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1e+06,"Serviced Residence","Built-up  ",850,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",780000,"Serviced Residence","Built-up  ",969,"sq. ft.","Unfurnished"
"Setapak, Kuala Lumpur","RM",1200000,"Condominium","Built-up  ",1680,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2100000,"Condominium","Built-up  ",2020,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2550000,"Serviced Residence","Built-up  ",2305,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",1200000,"Condominium","Built-up  ",1746,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",2e+06,"Condominium","Built-up  ",2020,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2200000,"Condominium","Built-up  ",2093,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1750000,"Condominium","Built-up  ",1878,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2150000,"Condominium","Built-up  ",2243,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1900000,"Condominium","Built-up  ",2073,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",1100000,"Serviced Residence","Built-up  ",1148,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",850000,"Serviced Residence","Built-up  ",673,"sq. ft.","Fully Furnished"
"Bangsar South, Kuala Lumpur","RM",1630000,"Condominium (Corner)","Built-up  ",2068,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1e+06,"Serviced Residence","Built-up  ",1200,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1033000,"Serviced Residence","Built-up  ",1231,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",3e+06,"Condominium","Built-up  ",3179,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",1700000,"Condominium","Built-up  ",2646,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2385000,"Condominium (Corner)","Built-up  ",2535,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",980000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1936,"sq. ft.","Partly Furnished"
"OUG, Kuala Lumpur","RM",1955000,"Semi-detached House","Land area  ",4100,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",1300000,"Condominium","Built-up  ",1746,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",2e+06,"Serviced Residence","Built-up  ",1485,"sq. ft.","Partly Furnished"
"KL Sentral, Kuala Lumpur","RM",1700000,"Serviced Residence","Built-up  ",1485,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",11900000,"Bungalow","Built-up  ",9700,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1050000,"Serviced Residence","Built-up  ",907,"sq. ft.","Fully Furnished"
"OUG, Kuala Lumpur","RM",1390000,"2-sty Terrace/Link House (Corner)","Land area  ",2850,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",380000,"Serviced Residence (Corner)","Built-up  ",950,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1120000,"Serviced Residence (Intermediate)","Built-up  ",926,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1750000,"Condominium","Built-up  ",2020,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",5500,"Serviced Residence (Intermediate)","Built-up  ",1251,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",4400000,"Serviced Residence (Intermediate)","Built-up  ",2058,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1600000,"Serviced Residence","Built-up  ",1022,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2e+06,"Condominium","Built-up  ",2680,"sq. ft.","Fully Furnished"
"Taman Melawati, Kuala Lumpur","RM",1280000,"2-sty Terrace/Link House (Corner)","Land area  ",3184,"sq. ft.","Unfurnished"
"Taman Melawati, Kuala Lumpur","RM",1600000,"Townhouse (Intermediate)","Built-up  ",2449,"sq. ft.","Partly Furnished"
"Taman Melawati, Kuala Lumpur","RM",1850000,"2-sty Terrace/Link House (Corner)","Land area  ",6026,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1190000,"Condominium (Intermediate)","Built-up  ",1700,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+06,"Condominium (Corner)","Built-up  ",1100,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",5e+05,"Condominium","Built-up  ",1231,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",5880000,"Serviced Residence (Intermediate)","Built-up  ",2420,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3880000,"Serviced Residence (Intermediate)","Built-up  ",2066,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3400000,"Serviced Residence (Intermediate)","Built-up  ",2066,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1350000,"Serviced Residence (Intermediate)","Built-up  ",925,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2100000,"Serviced Residence (Intermediate)","Built-up  ",1270,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1290000,"1-sty Terrace/Link House (Intermediate)","Land area  ",1870,"sq. ft.","Unfurnished"
"Sungai Besi, Kuala Lumpur","RM",580000,"Condominium","Built-up  ",935,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",5200000,"Bungalow (Intermediate)","Land area  ",8600,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",1088888,"3-sty Terrace/Link House (Intermediate)","Land area  ",1540,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",4800000,"Bungalow","Land area  ",6035,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1300000,"Serviced Residence","Land area  ",950,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",2180000,"Condominium (Corner)","Land area  ",1980,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1400000,"Townhouse","Land area  ",2000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",4100000,"2-sty Terrace/Link House (Corner)","Land area  ",3780,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",9900000,"Bungalow","Land area  ",14327,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",750000,"Condominium (Intermediate)","Built-up  ",1300,"sq. ft.","Fully Furnished"
"KL City, Kuala Lumpur","RM",788000,"Condominium","Built-up  ",1403,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",798000,"Condominium","Built-up  ",1279,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",585000,"Condominium","Built-up  ",1313,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",360000,"Serviced Residence","Built-up  ",695,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1513,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",730000,"Condominium (Corner)","Built-up  ",1407,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",670000,"Condominium (Corner)","Built-up  ",1109,"sq. ft.","Unfurnished"
"Bukit Jalil, Kuala Lumpur","RM",670000,"Condominium","Built-up  ",1232,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",618000,"Serviced Residence (Intermediate)","Built-up  ",935,"sq. ft.","Partly Furnished"
"Desa Petaling, Kuala Lumpur","RM",5e+05,"Condominium (Corner)","Built-up  ",1244,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1070000,"Serviced Residence (Duplex)","Built-up  ",1500,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1080000,"Condominium (Corner)","Built-up  ",1772,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",398000,"Apartment (Intermediate)","Land area  ",1100,"sq. ft.","Partly Furnished"
"KL Eco City, Kuala Lumpur","RM",848000,"Condominium (Intermediate)","Built-up  ",657,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",1485000,"Serviced Residence (Intermediate)","Built-up  ",904,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",499999,"Condominium (Intermediate)","Built-up  ",1231,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",350000,"Serviced Residence (Studio)","Built-up  ",610,"sq. ft.","Fully Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",360000,"Condominium","Built-up  ",1186,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",520000,"Serviced Residence (Intermediate)","Built-up  ",800,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",519500,"Serviced Residence (Intermediate)","Built-up  ",798,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",521000,"Serviced Residence (Corner)","Built-up  ",797,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",542000,"Serviced Residence (Corner)","Built-up  ",798,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",519000,"Serviced Residence (EndLot)","Built-up  ",797,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",522000,"Serviced Residence (Corner)","Built-up  ",789,"sq. ft.","Unfurnished"
"Bangsar, Kuala Lumpur","RM",3500000,"Bungalow (Intermediate)","Land area  ",5726,"sq. ft.","Unfurnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1900000,"Condominium (Corner)","Built-up  ",3251,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",4200000,"Serviced Residence (Corner)","Built-up  ",3897,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",659,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",675000,"Condominium (Intermediate)","Built-up  ",1181,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",3600000,"Condominium","Built-up  ",3600,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",4800000,"Semi-detached House (Corner)","Land area  ",4200,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",5200000,"Semi-detached House (Intermediate)","Land area  ",3400,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",4200000,"Semi-detached House (Corner)","Land area  ",2500,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",7e+06,"Bungalow (Corner)","Land area  ",9700,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3150000,"Semi-detached House (Corner)","Land area  ",3400,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3200000,"Semi-detached House (Corner)","Land area  ",3400,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1.2e+07,"Bungalow (Corner)","Land area  ",11000,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",12500000,"Bungalow (Corner)","Land area  ",11400,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",6e+06,"Bungalow (Corner)","Land area  ",11000,"sq. ft.","Partly Furnished"
"Country Heights Damansara, Kuala Lumpur","RM",8180000,"Bungalow (Corner)","Land area  ",9700,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",4750000,"Bungalow (Corner)","Land area  ",8261,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",5100000,"Bungalow (Corner)","Land area  ",8511,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",4550000,"Bungalow (Corner)","Land area  ",9000,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",9e+06,"Bungalow (Corner)","Land area  ",9000,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",15500000,"Bungalow (Corner)","Land area  ",12000,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",9500000,"Bungalow (Corner)","Land area  ",7600,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",12600000,"Bungalow (Corner)","Land area  ",9000,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",8500000,"Bungalow (Corner)","Land area  ",8200,"sq. ft.","Partly Furnished"
